"artist_hotttnesss","artist_id","artist_name","artist_mbtags_count","bars_confidence","bars_start","beats_confidence","beats_start","duration","end_of_fade_in","key","key_confidence","latitude","location","longitude","loudness","mode","mode_confidence","release_id","release_name","song_id","start_of_fade_out","tatums_confidence","tatums_start","tempo","terms_freq","time_signature","time_signature_confidence","title","year"
"0.555414576","AR7Y6JX1187FB4D9B3","Bad Brains","1","0.681","6.5945","0.452","0.29901","85.26322","0","9","0.014","37.1573567501336","Washington, D.C.","-63.9333578685195","-9.614",0,"0.212",445975,"Live at CBGB 1982","SOTUGCE12AB0181409","85.263","0.636","0.06329","86.536","0.920537438","4","0.445","Destroy Babylon",1983
"0.407373149","ARI4NXX1187FB59DF2","Raze","0","0.03","0.77482","1","0.22329","196.64934","0","6","0.024","37.1573567501336","Wisconsin","-63.9333578685195","-2.932",1,"0.422",27630,"The Plan","SONAJJE12A6D4F49A0","192.493","0.657","0.22329","108.831","0.926651026","4","0.019","Follow Your Dreams (The Plan Album Version)",0
"0.441169843","ARDHKHJ1187B9B62EA","Steve Wilson","0","0.056","1.48381","0","0.29095","260.38812","2.003","7","0.598","31.1689","Texas","-100.07715","-14.51",1,"0.656",599113,"Steppin' It Up A Notch","SOTNBRQ12AC4687F85","251.315","0.359","0.29095","100.006","0.832421779","4","0.116","Your God Isn't Listening",0
"0.449602656","ARKQ9JM1187FB57521","A.Z.","0","0.077","0.63709","0.499","0.30026","125.41342","0","4","0","37.1573567501336","Oakland, CA","-63.9333578685195","-8.005",0,"0.175",154567,"Pieces Of A Man","SOYHTLZ12A8C1399F7","120.546","0.402","0.13393","180.296","1","4","0.888","Sosa (Explicit)",1998
"0.409244639","ARH0NCL1187B99B41A","Quadro Nuevo","0","0.184","0.86061","0.801","0.31229","221.28281","0.196","2","0.761","37.1573567501336","Not available","-63.9333578685195","-10.566",1,"0.707",63882,"CinA(c)Passion","SOSHQVN12A6D4F9B21","211.958","0.471","0.31229","110.551","1","3","0.876","Der Wind Hat Mir Ein Lied ErzA$?hlt (from La Habanera)",0
"0.338575027","ARTXS851187FB411C7","Chris Farlowe","1","0.07","0.85628","0.42","0.37378","242.88608","0","7","0.093","37.1573567501336","Essex, England","-63.9333578685195","-13.224",1,"0.386",603736,"Glory Bound [Original Recording Remastered]","SOEKZPU12AC3DF6093","237.372","0.794","0.05212","122.298","0.914413912","4","0.546","Gangster Of Love",0
"0.605507136","AR10USD1187B99F3F1","Silverstein","0","0.145","1.07091","0.827","0.15596","181.81179","0.135","9","0.315","37.1573567501336","Burlington, Ontario, Canada","-63.9333578685195","-5.993",1,"0.334",128135,"18 CANDLES: THE EARLY YEARS","SOUKEVR12CF4FFF27D","173.053","0.107","0.15596","200.375","0.999818045","5","0.279","FRIENDS IN FALL RIVER  (LP Version)",2006
"0.422472423","ARTB5PP1187FB523B7","Donny Hathaway","1","0.074","11.29379","0.556","0.85041","322.87302","0.204","5","0.297","41.88415","Chicago, IL","-87.63241","-16.336",0,"0.367",65629,"A Donny Hathaway Collection","SOZNDLW12A6D4FB4C5","308.86","0.558","0.27561","72.937","0.923552601","5","0.697","I Love You More Than You'll Ever Know (LP Version)",1990
"0.262906153","ARJAOPV1187B9A96D9","Javier Mendoza Band","0","0.006","0.20019","0.936","0.20019","295.57506","0.163","2","0.991","37.16793","United States","-95.84502","-4.639",1,"0.64",175825,"Matter Of Time","SONATVQ12A6D4FAF73","290.04","1","0.20019","117.116","0.840332902","4","0.091","RA!pido Nos Vamos",0
"0.381106492","ARQFPCY1187FB552CE","Sapo","0","1","0.20295","1","0.20295","219.74159","0.224","4","0.014","34.05349","California - LA","-118.24532","-5.155",0,"0.152",137244,"Pastanaga","SOYUMRC12A8AE452DE","216.921","0.325","0.20295","141.45","0.980246015","1","0","El Mes Alt",2003
"0.518371606","ARWZSFC1187FB567BF","Eddie Money","0","0.041","0.12777","0.71","0.12777","189.30893","0.062","2","0.221","40.65507","Brooklyn, NY","-73.94888","-7.54",1,"0.516",315004,"Playlist: The Very Best Of Eddie Money","SODWZGN12A8C142A38","180.024","0.512","0.12777","86.902","1","5","0.772","Two Tickets To Paradise",1977
"0","ARWXHRS1241B9C7A1E","Thomas Battenstein","0","0.495","1.13097","0.567","0.32914","123.11465","0.626","7","0.617","37.1573567501336","Not available","-63.9333578685195","-20.446",1,"0.685",683558,"Stille Nacht","SOEQKKP12AC3DFA097","116.448","0.567","0.32914","162.103","1","3","0.992","Nun singet und seid froh",0
"0.454714841","ARWD82K1187B98CFF2","Cracker","1","0.033","0.64444","1","0.19378","263.8624","0.148","4","0.675","37.1573567501336","Richmond VA","-63.9333578685195","-5.498",1,"0.588",668323,"Clueless / Original Motion Picture Soundtrack","SOYHZWP12A58A7C176","257.248","0.83","0.19378","136.459","0.966374319","4","0.068","Shake Some Action",1995
"0.64298222","ARW1MUW1187FB4D5A1","3 Doors Down","1","0.534","0.60595","0.014","0.1299","208.97914","0","7","0","37.1573567501336","Escatawpa, MS","-63.9333578685195","-5.371",1,"0.246",216616,"The Better Life - Deluxe Edition","SOSMURO12A8C13BBFE","208.979","0.164","0.1299","128.714","0.919399761","4","1","Sarah Yellin'",2002
"0.385787615","ARZZRK91187B9A5CA5","Delroy Wilson","0","0.024","0.64491","1","0.27234","191.50322","0.316","4","0.106","18.01571","Kingston, Jamaica","-76.79731","-10.791",0,"0.241",428294,"Delroy Wilson Selected Hits","SOHWXJW12A8C144BE0","187.246","0.132","0.08606","166.687","0.938055251","4","0.241","Baby You Got What It Takes - Original",0
"0.550422825","AR1OBRC1187FB59AD4","Behemoth","2","0.831","0.07335","0.831","0.07335","178.33751","0.311","1","0.695","37.1573567501336","POLAND","-63.9333578685195","-4.059",1,"0.557",651412,"Demigod","SOBXGKH12AB017DDB6","174.951","0.317","0.07335","85.112","0.999934256","1","0","Before The Aons Came",2004
"0.562881125","ARUF32D1187B9B157E","Soilwork","2","0.439","0.29696","0.439","0.29696","323.21261","0","7","0.225","37.1573567501336","Helsingborg, Sweden","-63.9333578685195","-3.049",1,"0.567",416698,"The chainheart machine","SOUXAAJ12AB0189695","318.758","0.345","0.29696","93.235","1","1","0","Machine Gun Majesty [Live] (Album Version)",2000
"0.51653518","AR3Q48J1187FB55278","The Rapture","1","0.001","0.90015","0.952","0.40278","218.22649","0","10","0.061","37.1573567501336","Not available","-63.9333578685195","-7.693",0,"0.466",8470,"Echoes","SOITFPA12A670201C6","211.075","0.682","0.03068","120.006","0.945062641","4","1","Killing",2003
"0.439024561","ARSYKGV1187B9A49CD","Nicole C. Mullen","0","0.09","2.02783","0.389","0.1987","164.8322","0","9","0.31","37.1573567501336","Not available","-63.9333578685195","-5.946",1,"0.282",7085,"Everyday People","SOSKVKM12A6702153C","157.373","0.45","0.04646","130.64","1","5","0.885","This This (LP Version)",0
"0.551552455","AR9YWMS1187FB43A34","Dinosaur Jr","1","0.022","0.16382","0.613","0.16382","194.40281","0.149","7","0.545","37.1573567501336","Amherst, MA","-63.9333578685195","-6.942",0,"0.592",734089,"Without A Sound","SOWJCAE12AC46887E7","175.299","0.258","0.16382","145.228","1","4","0","On The Brink",1994
"0.306947609","AR1KMPF1187B99AA98","Lara","0","0.069","1.75633","1","0.30375","192.46975","0.264","2","0.497","37.1573567501336","Not available","-63.9333578685195","-6.533",1,"0.591",396837,"Wahnsinn","SOZFCZN12AB017E894","187.582","0.806","0.30375","81.986","0.947747149","4","0.824","Damit Du Dich in mich verliebst",2009
"0.260796778","ARPOPBQ11F4C83D36D","DJ Spinn","0","0.069","0.2306","0.663","0.2306","240.43057","0","11","0.706","37.1573567501336","Not available","-63.9333578685195","-13.159",0,"0.604",665359,"Juke Trax Online Vol. 6","SOTVSQV12AB018767D","228.426","0.601","0.2306","120.231","1","3","1","Bounce Back",0
"0.29264827","AR573WK1187FB47167","The Balustrade Ensemble","0","0","2.33859","0.648","1.32101","285.3873","3.019","2","0.014","37.77916","san francisco","-122.42005","-17.057",1,"0.319",470993,"Capsules","SOAUAOA12AB018776D","264.452","0.096","1.32101","116.423","0.838507612","3","0.686","Fall Away Into Darkness",2007
"0.417499645","ARMJAGH1187FB546F3","The Box Tops","1","0.034","0.72854","0.801","0.22324","177.3971","0.171","0","0.552","35.14968","Memphis, TN","-90.04892","-10.393",1,"0.871",300821,"The Letter/Neon Rainbow","SOETFQZ12A8C13C7DA","171.746","0.623","0.22324","117.381","1","4","0","Neon Rainbow",1967
"0.416173065","ARB29H41187B98F0EF","Terry Callier","1","0.805","0.9537","0","0.39475","180.50567","3.512","7","0.695","41.88415","Chicago","-87.63241","-8.154",1,"0.556",22367,"Essential_ The Very Best Of...","SOVUDJB12A6D4F68C4","169.546","0.015","0.20873","109.018","0.985011245","3","1","Blues",2001
"0.352919184","ARF3L8J1187B9B7866","Astarte","1","0.069","0.45309","1","0.08168","173.81832","0.241","4","0.711","37.97615","Athens, Greece","23.73641","-6.241",0,"0.547",122610,"Rise From Within","SOQYHCL12A8C13E707","166.005","0.494","0.08168","161.782","1","3","0.343","Risen From Within",2000
"0.406749194","ARU24791187B996E24","Prisma","0","0.217","0.54492","0.287","0.23355","219.66322","0","9","0.743","46.8132","Switzerland","8.22395","-10.037",1,"0.469",673165,"Contact?","SOXDMYX12AB01890CA","219.663","0.287","0.23355","194.704","0.860655654","3","1","winning friends",0
"0.4150114","ARWQQYJ1187B9ADC4C","Anubis Spire","0","0.006","0.84062","0.502","0.45995","316.89098","7.68","9","0.639","37.1573567501336","NY - Upstate NY","-63.9333578685195","-18.533",1,"0.498",94385,"Old Lions (in the world of snarling sheep)","SOUHBIP12AF72A14DA","312.163","0.044","0.26869","161.621","0.961615513","4","0.676","It Has Been A Long Time_ Hasn't It",0
"0.40658168","ARVMFE61187B992463","Darwin Hobbs","1","0.613","13.3073","0.762","0.49926","352.86159","0.427","8","0.554","37.1573567501336","Not available","-63.9333578685195","-9.055",1,"0.565",27497,"Broken","SOPAZAM12A6D4F6F05","343.458","0.639","0.12782","41.21","0.885158754","4","0","You Are God (Broken Album Version)",2003
"0.327012793","ARMAOIY1187B9A3893","Jerry Yan","1","0.739","0.12743","0.928","0.12743","252.18567","0.345","11","0.571","37.1573567501336","Not available","-63.9333578685195","-10.803",1,"0.644",704552,"My Secret Lover_ Jerry Yan","SOMOINR12AB0189188","242.474","0.695","0.12743","117.892","1","4","1","XI GUAN LIANG GE REN",0
"0.412110495","ARGEKDX1187FB3A5BF","Marcus Miller","0","0.142","0.56238","0.9","0.56238","52.00934","0.388","9","0.682","40.65507","Brooklyn, NY","-73.94888","-13.227",1,"0.48",645030,"Original Album Classics","SOKNAQC12A58A7EE5C","52.009","1","0.40789","78.382","1","3","0.522","Outro Duction",2005
"0.330300584","ARYPRAG11F50C48C62","Checkers","0","0.03","0.05604","1","0.05604","135.70567","0","1","0.744","37.1573567501336","Not available","-63.9333578685195","-13.42",1,"0.672",475792,"Flame In My Heart","SOHLKRL12A8C141B63","124.889","1","0.05604","135.048","1","4","0.782","Oh Oh Oh Baby",0
"0.305917775","ARK6JC91187B9B4B2D","Babbie Mason","0","0.173","1.24783","0.727","0.37591","236.2771","2.2","2","0.624","37.1573567501336","United States","-63.9333578685195","-17.263",1,"0.589",646375,"Isn't That Just Like God (Studio Track)","SORRXOY12AB0183759","223.19","0.197","0.37591","141.022","1","4","0.584","Isn't That Just Like God (Low Key Performance Track Without Background Vocals)",0
"0.34873593","ARELFAE1187FB40D0A","Bally Sagoo","1","0.061","0.77966","0.878","0.24324","373.39383","0","6","0.527","37.1573567501336","Not available","-63.9333578685195","-12.392",0,"0.507",540707,"Wham Bam!! Bhangra Remixes","SOAPUWG12AB017DE50","359.282","0.31","0.24324","111.901","0.886340165","4","0.854","Mele Wich Ayee (Shaan Remix)",0
"0.313500755","AR8ACFK1187B9B4063","Champion Jack Dupree","0","0.192","0.68047","0.894","0.68047","200.80281","0.501","3","0.524","37.1573567501336","New Orleans, LA","-63.9333578685195","-21.723",1,"0.612",372926,"Champion Jack Dupree Of New Orleans","SOJMOIF12A8C14397B","190.74","0","0.35159","95.026","0.990475887","4","0.718","Christina Christina Blues",0
"0.373060493","AROGAPH1187B98CF9C","Benabar","2","0.109","0.62654","0","0.62654","238.44526","4.905","4","0.455","37.1573567501336","Not available","-63.9333578685195","-11.258",0,"0.441",280472,"Les Risques du MA(c)tier","SOADDVU12A8AE47512","226.186","0","0.17012","88.018","1","5","0.412","Le Zoo De Vincennes",2003
"0.439488099","ARAPI451187B9B6E6F","John Michael Talbot","0","0.037","1.50941","0.988","0.85985","113.78893","0","5","0.12","35.472","Oklahoma City, OK","-97.52033","-21.506",1,"0.519",64550,"Master Collection_ Vol. 1","SOIUODF12A6D4F9C3E","108.507","0.31","0.5649","96.709","1","3","0.417","Pass Through My Will",1989
"0.631289508","AR03BDP1187FB5B324","Britney Spears","6","0.282","1.14876","0.155","0.06657","223.52934","0","10","0.529","34.05349","Kentwood, LA; Los Angeles, CA","-118.24532","-5.304",0,"0.498",535192,"Oops!... I Did It Again","SOQIDEF12A8C139B23","214.698","1","0.06657","111.004","1","4","1","Don't Go Knockin' On My Door",2000
"0","ARGSAFR1269FB35070","Blingtones","0","1","0.69426","1","0.69426","9.66485","0.12","4","0","37.1573567501336","Not available","-63.9333578685195","-12.838",1,"0",633037,"Sonneries ch'ti By Blingtones","SOLBDEY12AC9E12684","9.665","1","0.69426","67.046","1","1","0","La boA(r)te A  hein biloute",0
"0.27380615","AROVE3N1187FB44DAD","Charlie Cruz","0","0.512","0.13937","0.829","0.13937","288.83546","0.223","2","0.278","37.1573567501336","Not available","-63.9333578685195","-2.968",1,"0.194",765828,"Asi Soy","SOLBDAS12AB018BB6E","286.076","0.709","0.13937","200.534","1","4","0","Si No Te Hubieras Ido",0
"0.404052748","ARS2FUA1187B9ADABF","Indigenous","0","0.063","0.37911","0.985","0.37911","201.482","0.316","5","0.296","37.1573567501336","South Dakota","-63.9333578685195","-6.724",1,"0.151",464243,"Uganda","SOTEWGK12AB0185C5A","194.908","0.352","0.09366","108.018","1","4","1","Wanikaa (Featuring Abramz_ Krazy_ Lyrical G_ Saint Ca and Sylvester)",0
"0.328073305","ARUZL121187FB4B42D","True Believers","1","0.897","0.38726","0.241","0.38726","281.88689","0","4","0.625","37.1573567501336","Not available","-63.9333578685195","-8.672",1,"0.288",243639,"Break Through","SOCVTPO12A8C13414F","274.721","0","0.38726","92.881","0.935702622","4","0.941","I Worship You",0
"0.48833899","AR5BX3Y1187FB39E93","Slightly Stoopid","0","0.04","0.60081","0.714","0.22191","118.49098","0","9","0.671","32.74838","Ocean Beach, San Diego, CA","-117.24681","-12.708",1,"0.605",372744,"Winter Tour '05 - '06","SOIBAKV12A8C142CE7","108.344","0.372","0.22191","173.709","0.913461422","4","0.519","Jimi Baby",0
"0.397179043","ARVML4B1187FB52324","Leroy Hutson","0","0.087","0.48831","0.53","0.16548","323.99628","3.68","7","0.702","40.73197","Newark, NJ","-74.17418","-17.92",1,"0.652",467076,"Leroy Hutson Selected Hits Vol. 2","SOETIGS12AB0186644","312.372","0.081","0.16548","183.935","0.891498212","4","0.468","More Where That Came From - Original",0
"0.531303319","ARASYMJ1187B9ACAF2","Whitesnake","3","0.043","1.06593","0.479","0.59306","250.3571","3.199","7","0.342","51.50632","London, England","-0.12714","-7.356",1,"0.626",301001,"Whitesnake's Greatest Hits","SOHWVJJ12AB0185F6D","240.054","0.169","0.36138","125.783","0.94748667","4","0.387","Fool For Your Loving",1980
"0.47070039","ARP96FM1187B9AEA77","Semisonic","1","0.136","0.39416","1","0.06925","258.92526","0.171","4","0.736","44.97903","Minneapolis, MN","-93.26493","-5.814",1,"0.591",23369,"20th Century Masters: The Millennium Collection: Best Of Semisonic","SOHXASU12A6D4F6B1C","248.018","0.611","0.06925","186.012","1","4","0.777","If I Run",1993
"0.423323424","AR31G891187FB3892D","Laid Back","0","0.038","0.65178","1","0.17053","196.72771","4.807","10","0.584","56.27609","Denmark","9.51695","-4.854",0,"0.527",333739,"Good Vibes - The Very Best of Laid Back","SOXUAQZ12AB0184442","186.717","0.143","0.17053","124.534","0.968382069","4","0.902","Maybe I'm Crazy (Single original version_ 2008 Digital Remaster)",0
"0.374557927","ARUG6DV1187B992475","Willie Clayton","0","0.018","1.7835","1","0.34384","238.39302","0.311","7","0.55","33.45081","Indianola, MS","-90.645","-5.906",1,"0.494",602686,"Something To Talk About","SOMSHMQ12A58A7EC79","225.367","0.768","0.16765","85.973","0.917966897","4","0.421","Heart Of The City (Soul and R&B)",0
"0.36324601","AR7CCS31187B98C531","Tom Barabas","0","0.08","1.16358","0.939","0.16342","249.20771","0.386","4","0.515","37.1573567501336","Not available","-63.9333578685195","-14.094",0,"0.74",485272,"Mosaic","SOOPBZY12AB018379D","240.774","0.752","0.16342","121.001","0.954042931","3","0.692","Melodioso",0
"0.440867557","ARSEC9Q1187B98912D","Colin James","0","0.016","0.64128","0","0.24051","233.7171","4.708","1","0.519","37.1573567501336","Regina, Saskatchewan, Canada","-63.9333578685195","-7.382",0,"0.526",766800,"Traveler","SOROYFK12AB018C915","222.859","0.551","0.04062","149.317","1","4","0.862","Sending A Message",2003
"0.340632715","ARW90Y31187B98FC7C","Pinchers & Ganglords","1","0.045","0.28403","0.913","0.28403","235.17995","0","4","0.203","37.1573567501336","Not available","-63.9333578685195","-7.145",0,"0.293",763433,"Burnin up","SONYSNO12AB0189762","223.794","0.741","0.09592","159.798","0.9884748","4","0.544","Girls Girls",0
"0.788137758","ARZENOX1187B98A645","John Mayer","0","0","0.56649","0.876","0.17909","407.45751","0","1","0.398","37.1573567501336","Calcutta, India","-63.9333578685195","-7.123",0,"0.584",281644,"Any Given Thursday","SOCWWGG12A58A7AC1C","399.766","0.287","0.17909","153.055","1","4","0.315","Something's Missing",0
"0.348215008","ARTWWNA1187B9B3BD7","Frederik","0","0.091","1.00762","0.716","0.38017","164.15302","0","0","0.031","37.1573567501336","Not available","-63.9333578685195","-8.493",1,"0.368",444039,"Kinderlieder Vol.2","SOMTWZO12AB017C845","159.556","1","0.06645","95.991","0.965639791","4","0.156","DornrAPschen war ein schAPnes Kind - Karaoke",0
"0.374557927","ARUG6DV1187B992475","Willie Clayton","0","0.115","1.39494","0.68","0.35345","287.08526","0.328","7","0.495","33.45081","Indianola, MS","-90.645","-6.36",0,"0.405",601300,"The Little Giant Of Soul","SOOEZYX12A58A77E00","278.094","0.944","0.18103","115.938","0.917966897","5","1","Wiggle (Soul and R&B)",0
"0.292379424","AR5UVIM1187B98A8B9","Dropline","0","0.187","0.36346","0.55","0.36346","226.40281","0.069","2","0.487","37.1573567501336","Not available","-63.9333578685195","-5.56",1,"0.688",766573,"You Are Here","SOBUWGJ12AB018EBAB","215.568","0.585","0.11718","79.677","0.961730065","4","0.506","Weight Of The World (Album Version)",0
"0.368054039","ARN7OQ21187FB5A6B3","Furry Lewis","0","0.131","0.55678","0","0.55678","221.962","1.483","2","0.922","37.1573567501336","Greenwood, MS","-63.9333578685195","-28.946",1,"0.776",593889,"Furry Lewis","SOFWXNQ12AC3DF5F8B","216.178","0.045","0.27969","104.469","0.971619176","3","0.913","Judge Boushay Blues",1972
"0.405080353","ARHK7A51187FB411D8","Roy Rogers","0","0.108","0.0506","1","0.0506","182.67383","0.119","7","0.286","40.58751","Redding, CA","-122.39293","-18.118",1,"0.547",493248,"Classic Country Vol 1","SOCDPGF12AB0184D6F","171.77","0.365","0.0506","185.246","1","5","0.732","My Heart Went That-A-Way",0
"0.352364098","ARYXGST1187B991071","Uman","0","0.039","1.05485","0","0.45627","344.2673","5.19","1","0.371","50.50101","Belgium","4.47684","-15.305",1,"0.602",529899,"You Are Here","SORPMDJ12AAF3B3F8E","327.57","0.101","0.15436","99.968","0.895586304","4","0.91","People of cloud nine",0
"0.351561407","AR9XDAA1187B99768F","Lara & Reyes","0","0.966","0.13931","0.966","0.13931","92.70812","0.369","7","1","37.1573567501336","Not available","-63.9333578685195","-14.919",1,"1",29155,"Navidad","SOBZHRL12A6D4F6A70","82.158","0.679","0.13931","111.727","1","1","0","Away In A Manger",2000
"0.516963731","ARYF20K1187B9B76BD","George Lopez","0","0.189","0.07633","0.44","0.07633","238.99383","0","6","0.056","37.1573567501336","ORANGE, California","-63.9333578685195","-8.874",1,"0.319",135291,"America's Mexican","SONCQTI12A8AE477B2","238.994","0.461","0.07633","120.492","1","3","0.337","Mas P**' (America'S Mexican)",2007
"0.36091623","AR3EABF1187B98AD35","Sophie Tucker","0","0.004","0.1416","0.719","0.1416","180.6624","0","3","0.415","59.46148","Russia","108.83178","-19.492",1,"0.637",817763,"Aren't Women Wonderful","SOIYVGQ12AB018F3A5","180.662","0.769","0.1416","100.868","0.862050146","4","0.22","Complainin'",0
"0.358500923","ARGDY4Y1187B9A334F","Pyranja","0","0.802","0.35549","0.802","0.35549","225.33179","0","10","0.144","37.1573567501336","Not available","-63.9333578685195","-4.166",0,"0.343",714489,"Frauen & Technik","SOMYKRP12AB018E011","212.387","0.802","0.35549","178.574","0.839216463","1","0.52","Nordcore",2004
"0.493711077","AR26X1C1187B9B0A1B","Conway Twitty","0","0.613","0.68362","0.613","0.68362","140.7473","0.156","7","0.293","37.1573567501336","Friars Point, MS","-63.9333578685195","-19.602",1,"0.3",477262,"Conway Twitty's Big Train","SORGJUM12A8C142CFB","134.206","0.582","0.07164","64.141","1","1","0.747","Big Train",2009
"0.477889304","ARRJ3UC1187FB579D7","Wyclef Jean featuring Butch Cassidy and Sharissa","1","0.534","0.23767","0.534","0.23767","238.47138","0","5","0.668","37.1573567501336","Croix-des-Bouquets,  Haiti","-63.9333578685195","-3.947",1,"0.509",290113,"Masquerade","SOPSDCQ12A8C135CB6","227.097","0.956","0.07438","183.58","1","1","0.795","You Say Keep It Gangsta",2002
"0.385209427","AR3P1NA1187FB44B9E","Ben Watt feat. Estelle","1","0.003","0.65651","1","0.17886","389.19791","0.154","9","0.731","37.1573567501336","Not available","-63.9333578685195","-8.273",0,"0.529",206729,"Outspoken Part 1","SOZFLXY12A8C13A8E2","380.918","1","0.17886","125.992","1","4","1","Pop A Cap In Yo' Ass",2005
"0.458595403","AR1ZYLH1187B98C159","Naughty By Nature","1","0.011","0.08067","0.421","0.08067","245.65506","0","10","0","37.1573567501336","East Orange, NJ","-63.9333578685195","-3.741",0,"0",14578,"Icons","SOGGWHE12AF729F431","235.102","0.961","0.08067","93.978","0.999296643","4","1","Swing Swang",2002
"0.272729378","ARM578G1187B989000","Far Too Jones","0","1","0.51128","1","0.51128","249.02485","0.461","9","0.879","37.1573567501336","Not available","-63.9333578685195","-4.771",1,"0.641",496005,"Deep 2","SOLXWRL12AB01835AF","239.984","0.915","0.25911","127.267","0.998611078","1","0.462","Use Me",1997
"0","ARXWBYG1241B9CE962","Jenney","0","0.018","0.67921","0.897","0.67921","205.97506","0.305","8","0.659","59.33217","Stockholm","18.06243","-3.766",1,"0.585",178220,"Gib deinem Herzen ein Zeichen","SOTFFXG12A67ADC8F6","198.769","0.351","0.4295","120.117","1","4","0.573","Gib deinem Herzen ein Zeichen (Radio Mix)",0
"0.623835201","ARR6LWJ1187FB44C8B","R.E.M.","4","0.992","0.2657","0.992","0.2657","195.52608","0.205","2","0.467","37.1573567501336","Athens, GA","-63.9333578685195","-8.775",0,"0.59",43154,"And I Feel Fine.....The Best Of The IRS Years 82-87","SOLUGTX12A6D4FAC08","184.918","0.76","0.05766","146.484","0.908563716","1","0","So. Central Rain (2006 Digital Remaster)",0
"0.393660868","ARK8EHO1187B9B71D1","Shamen","2","0.171","1.36767","0.497","0.66863","443.03628","0.132","7","0.717","57.15382","Aberdeen, Scotland","-2.10679","-6.519",1,"0.662",356416,"Hystericool: The Best of the Alternate Mixes","SOHWCYA12AB01806FA","430.573","0.257","0.2072","86.561","0.938922381","5","1","Destination Eschaton (Hardfloor Vocal Mix)",2002
"0.414609585","ARPTJHV11F4C83EF53","Mighty Diamonds","0","0.019","1.11887","0.917","0.37151","208.87465","0.142","7","0.313","37.1573567501336","Not available","-63.9333578685195","-10.484",0,"0.428",274211,"Bust Out","SOAMMNJ12A81C20A4C","201.81","0.826","0.1832","162.736","0.999928849","4","0.683","In De Dance Again",0
"0.404566538","ARG4KW31187FB51B7C","Atomic Rooster","1","0.477","0.66238","0.676","0.25126","220.39465","0.2","4","0.699","37.1573567501336","United Kingdom","-63.9333578685195","-11.696",1,"0.524",443910,"The Greatest Hits - Vol. 1","SOZZIKV12AB017F17B","210.152","0.855","0.04467","146.708","1","4","0","Living Underground",2005
"0.309813144","ARBTD2Y1187B9B3EA5","Lincoln Center Jazz Orchestra","0","0.494","0.5976","0.506","0.5976","304.84853","0","5","0","37.1573567501336","Not available","-63.9333578685195","-5.508",0,"0.057",287074,"Live In Swing City- Swingin' With Duke","SOTQHWA12A8C136E39","296.025","0","0.29971","90.306","0.953710216","4","1","Chinoiserie",0
"0.503362448","ARML8X41187B990644","Simple Minds","3","0.27","0.55166","0.598","0.55166","308.94975","2.345","7","0.583","37.1573567501336","Glasgow, Scotland","-63.9333578685195","-14.178",1,"0.604",22956,"Sons And Fascination/Sister Feelings Call","SOBUIHY12A6D4F5D1B","289.21","0.093","0.55166","139.402","0.94977883","3","1","Careful In Career",1981
"0.355974359","AR58SJE1187B9A8E4C","J. B. Lenoir","0","0.181","0.96974","0.961","0.28679","190.64118","0.223","11","0.253","31.55379","Monticello, MS","-90.10785","-9.302",1,"0.228",566005,"If You Love Me","SOEWMAK12A8C13FD07","185.202","1","0.28679","98.018","0.993447824","3","1","I'm in Korea",1954
"0.464152439","ART8F8O1187B9A538D","Herbert  von Karajan","1","0.015","1.40509","0.42","0.32327","201.89995","0","7","0.307","37.1573567501336","Salzburg, Austria","-63.9333578685195","-16.398",1,"0.274",198162,"Karajan: Stravinsky - Oedipus Rex; Bruckner - Te Deum","SOKHIUI12A8C135F51","201.9","0.323","0.07762","124.748","1","4","0.643","Oedipus Rex_ Atto Secondo: Divum Jocastae Caput Mortuum (Messaggero_ Coro) (Stravinsky)",0
"0.908202619","ARKU3Z61187FB51DCA","Rihanna","3","0.025","0.4006","0.671","0.4006","283.8722","0","11","0.021","13.11199","St Michael, Barbados ","-59.59895","-4.465",0,"0.309",687382,"Just Dance","SOMTXLN12AB018977B","283.872","0.507","0.4006","128.092","1","4","0","Don't Stop The Music",2007
"0.193287062","ARIIMGV11F4C842BDA","Ionics","0","0.042","0.20839","1","0.20839","140.38159","0.148","5","0.447","37.1573567501336","Not available","-63.9333578685195","-9.811",1,"0.42",231171,"Doo-Wop Classics Vol. 10 [Musicnote Records]","SOWRNST12A81C21D4C","132.151","1","0.20839","136.463","1","4","0.849","Roll Back The Rug",0
"0.396490352","AR0U44O1187B99007C","Republica;Jonny Male;Dave Arch","2","0.388","0.70777","0","0.24894","303.85587","3.291","10","0.501","51.50632","London, England","-0.12714","-5.306",1,"0.364",299130,"Republica","SOHCZJH12A8C13A73C","299.758","0.188","0.24894","129.888","0.876563824","4","0","Ready To Go",1996
"0.71366982","ARM7EDF1187B9B3FA1","Guns N' Roses","3","0","1.90268","0","1.90268","237.13914","3.257","8","0.602","37.1573567501336","Not available","-63.9333578685195","-8.591",1,"0.462",226115,"Lies / Appetite For Destruction","SODXTMM12AF729F8F1","229.767","0.088","1.90268","156.65","0.938552196","1","0.276","Mama Kin",1986
"0.572027854","AR2XI6G1187B9AE7DA","Fat Joe","1","0.009","0.76146","0.401","0.04323","277.002","0","10","0.113","37.1573567501336","Bronx, NY","-63.9333578685195","-4.678",0,"0.282",762314,"Loyalty","SOMBEOP12AB018A0F7","266.565","0.717","0.04323","167.878","0.949342927","4","0.406","Bust At You [featuring Baby_ Scarface & Tony Sunshine] (edited album version)",2002
